machine,dataset,version,num_reads,time_s,per_read_ms
a30,150_10,0,1,0.7327153333333333,732.7153333333333
a30,150_10,0,4,0.7698086666666667,192.45216666666667
a30,150_10,0,16,0.9099076666666667,56.86922916666666
a30,150_10,0,64,1.4820456666666668,23.15696354166667
a30,150_10,0,256,3.935183666666667,15.371811197916669
a30,150_10,0,1024,14.46389,14.124892578125
